n,p-or-m,type,seed,m,err-dm,err-es,time-brandes,time-dm,time-es
500,8.000000,scale-free,1507459675,3963,7.822622e-18,1.152620e-22,0.025155,0.637295,0.074382
500,8.000000,scale-free,152425916,3963,9.387179e-18,4.181533e-23,0.027822,0.639782,0.076374
500,8.000000,scale-free,3948947447,3963,6.174753e-18,5.445451e-23,0.026611,0.680595,0.028075
500,8.000000,scale-free,1110231383,3963,3.804107e-18,7.015468e-24,0.026472,0.728349,0.025255
100,10.000000,scale-free,3048751351,944,1.049261e-22,1.080424e-26,0.002262,0.009061,0.005210
100,10.000000,scale-free,259878309,944,7.402312e-23,9.909079e-27,0.002028,0.009020,0.004150
100,10.000000,scale-free,28400302,944,7.134755e-23,6.463137e-27,0.005794,0.019551,0.013020
100,10.000000,scale-free,368403185,944,1.101211e-22,3.642171e-27,0.002260,0.018721,0.000792
100,10.000000,scale-free,1993900121,944,6.659413e-23,2.263715e-26,0.002667,0.009360,0.005619
100,10.000000,scale-free,3902010389,944,1.192796e-22,1.071687e-26,0.002817,0.027555,0.020135
100,10.000000,scale-free,3999930965,944,6.202504e-23,1.949196e-26,0.005649,0.025708,0.008614
100,10.000000,scale-free,1014371792,944,8.871180e-23,1.055535e-26,0.027666,0.016048,0.008723
100,10.000000,scale-free,3570631052,944,7.679995e-23,2.263089e-26,0.002324,0.009047,0.003428
100,10.000000,scale-free,3365227966,944,8.541132e-23,2.504476e-26,0.002384,0.020310,0.004120
300,10.000000,scale-free,3286646753,2944,2.129805e-20,5.855900e-24,0.009581,0.111232,0.008407
300,10.000000,scale-free,1918305784,2944,5.089036e-20,2.738752e-24,0.009422,0.112306,0.018435
300,10.000000,scale-free,2142107275,2944,5.281768e-20,6.272997e-24,0.009483,0.113638,0.015709
300,10.000000,scale-free,4294834274,2944,3.875995e-20,1.733137e-24,0.009801,0.112964,0.011337
500,8.000000,scale-free,2915737586,3963,1.760885e-18,8.028844e-23,0.025895,0.544039,0.027506
500,8.000000,scale-free,3218425513,3963,6.705258e-18,8.273817e-23,0.025137,0.559769,0.017090
300,10.000000,scale-free,4009534985,2944,7.062579e-20,1.917632e-24,0.009414,0.114879,0.019372
300,10.000000,scale-free,3506328149,2944,1.971855e-19,3.520253e-24,0.010091,0.115208,0.007890
300,10.000000,scale-free,2914147925,2944,1.672907e-19,3.021448e-24,0.009941,0.125890,0.006065
300,10.000000,scale-free,156514149,2944,6.286853e-20,1.102694e-24,0.010432,0.128266,0.022804
300,10.000000,scale-free,1020476486,2944,2.910848e-20,4.309091e-24,0.012050,0.118767,0.015031
300,10.000000,scale-free,3082449807,2944,3.679817e-20,2.512788e-24,0.010136,0.120428,0.024484
500,10.000000,scale-free,1984171079,4944,1.477282e-17,5.340218e-24,0.027758,0.585546,0.030243
500,10.000000,scale-free,455279536,4944,1.385346e-17,3.757085e-23,0.026586,0.584117,0.025809
500,10.000000,scale-free,2092577914,4944,7.994837e-18,2.096166e-23,0.028532,0.566272,0.023213
500,10.000000,scale-free,1941091135,4944,8.668596e-18,1.033313e-23,0.028336,0.579170,0.058081
500,10.000000,scale-free,2272762563,4944,6.249845e-18,2.096027e-23,0.027438,0.620513,0.022399
500,10.000000,scale-free,2104903188,4944,7.722701e-18,1.716851e-23,0.028801,0.641923,0.062413
500,10.000000,scale-free,780614563,4944,2.337055e-17,4.852138e-23,0.028018,0.618756,0.049571
500,10.000000,scale-free,3695395923,4944,3.149308e-18,1.388443e-23,0.030092,0.638614,0.021883
100,12.000000,scale-free,3956896941,1121,5.977918e-23,1.560372e-26,0.004643,0.021619,0.006212
100,12.000000,scale-free,653027994,1121,8.532352e-23,2.628485e-27,0.002650,0.050640,0.003046
100,12.000000,scale-free,2774633641,1121,4.723102e-23,2.061451e-26,0.003880,0.037628,0.006943
100,12.000000,scale-free,3584660738,1121,6.231466e-23,1.176349e-26,0.001274,0.004554,0.002269
100,12.000000,scale-free,2398264059,1121,8.256899e-23,1.071589e-26,0.004041,0.029451,0.001182
100,12.000000,scale-free,3833924922,1121,7.057944e-23,4.058899e-27,0.003154,0.009092,0.007350
100,12.000000,scale-free,4283780636,1121,6.390567e-23,4.038968e-27,0.002614,0.009109,0.005323
100,12.000000,scale-free,4126819880,1121,8.664589e-23,1.295073e-26,0.002820,0.034063,0.008297
100,12.000000,scale-free,3614899338,1121,4.981513e-23,4.040546e-27,0.003667,0.011101,0.005761
100,12.000000,scale-free,2675934720,1121,7.280837e-23,3.736992e-26,0.001346,0.026387,0.004718
300,12.000000,scale-free,2478323399,3521,1.135132e-19,1.154032e-24,0.011703,0.120769,0.017977
300,12.000000,scale-free,631804598,3521,2.863568e-19,1.513651e-24,0.011878,0.123727,0.029658
500,10.000000,scale-free,3579123765,4944,1.224997e-17,9.116438e-23,0.026631,0.560738,0.025555
500,10.000000,scale-free,3657706002,4944,1.969774e-17,3.318750e-23,0.026911,0.558528,0.056156
300,12.000000,scale-free,102903894,3521,1.080788e-19,1.800904e-24,0.011615,0.119434,0.023671
300,12.000000,scale-free,2359133471,3521,2.395485e-19,1.935423e-24,0.011364,0.122318,0.028586
300,12.000000,scale-free,3110690273,3521,2.541023e-19,1.678533e-24,0.011086,0.116951,0.015067
300,12.000000,scale-free,2684727660,3521,2.103714e-19,2.511170e-24,0.011500,0.119335,0.028034
300,12.000000,scale-free,4159252107,3521,1.111511e-19,4.412422e-24,0.012113,0.113941,0.028494
300,12.000000,scale-free,3436735489,3521,3.294484e-20,1.715519e-24,0.010943,0.114631,0.027473
300,12.000000,scale-free,3654182278,3521,2.345754e-19,2.666065e-24,0.011528,0.122641,0.030847
300,12.000000,scale-free,3726767517,3521,2.261318e-19,1.500259e-24,0.012602,0.116672,0.006186
500,12.000000,scale-free,2737045570,5921,1.082325e-17,1.275603e-23,0.030802,0.604764,0.040482
500,12.000000,scale-free,1276113772,5921,6.251598e-18,5.176630e-23,0.031083,0.624493,0.022947
500,12.000000,scale-free,2136429822,5921,1.982942e-17,4.724473e-23,0.031036,0.663935,0.076821
500,12.000000,scale-free,2691065916,5921,1.051903e-17,2.193639e-23,0.032736,0.652094,0.073524
500,12.000000,scale-free,4226960243,5921,7.225411e-18,2.056277e-23,0.030569,0.611752,0.038726
500,12.000000,scale-free,2377651430,5921,1.401308e-17,1.165295e-23,0.034732,0.634981,0.061279
500,12.000000,scale-free,169065558,5921,1.624845e-17,1.253267e-23,0.031973,0.645563,0.066697
100,14.000000,scale-free,1051633596,1294,8.275375e-24,1.778487e-26,0.002990,0.007054,0.004250
100,14.000000,scale-free,1896130603,1294,1.617191e-23,7.270142e-27,0.003736,0.014892,0.007623
500,12.000000,scale-free,1990604595,5921,1.574630e-17,1.951595e-23,0.030756,0.606764,0.065293
100,14.000000,scale-free,649424643,1294,5.868297e-24,1.778487e-26,0.003070,0.007201,0.007873
100,14.000000,scale-free,992277122,1294,2.006066e-23,1.051709e-26,0.002170,0.008564,0.034966
100,14.000000,scale-free,1147006069,1294,1.011654e-23,1.172563e-26,0.003017,0.010000,0.009525
100,14.000000,scale-free,759371637,1294,1.701679e-23,4.042123e-27,0.001529,0.004940,0.003571
100,14.000000,scale-free,1606657199,1294,2.557610e-23,3.332148e-27,0.002867,0.009181,0.002795
100,14.000000,scale-free,3796999365,1294,9.117434e-24,8.280673e-27,0.002659,0.009640,0.006466
100,14.000000,scale-free,3347836329,1294,4.278686e-23,2.839899e-29,0.003933,0.009820,0.001168
100,14.000000,scale-free,1803010993,1294,2.373301e-23,1.393444e-26,0.003363,0.023744,0.004456
300,14.000000,scale-free,463830618,4094,1.078565e-19,2.561859e-24,0.014980,0.132627,0.014166
300,14.000000,scale-free,4117504099,4094,5.056856e-20,1.235058e-24,0.015356,0.135703,0.018433
500,12.000000,scale-free,1185240662,5921,1.294272e-17,1.779873e-23,0.029902,0.610846,0.079790
300,14.000000,scale-free,2647748578,4094,1.651011e-19,7.487738e-25,0.012295,0.121762,0.023344
500,12.000000,scale-free,467892754,5921,1.496381e-17,5.216282e-23,0.033033,0.601658,0.067625
300,14.000000,scale-free,3747468222,4094,3.621816e-20,2.024944e-24,0.013753,0.128850,0.022207
300,14.000000,scale-free,1501740214,4094,1.147149e-19,1.102568e-24,0.012294,0.112242,0.030695
300,14.000000,scale-free,349455266,4094,7.177969e-20,1.048949e-24,0.012077,0.121039,0.031442
300,14.000000,scale-free,1309487448,4094,7.296047e-20,1.216341e-24,0.012281,0.123986,0.034961
300,14.000000,scale-free,1574135256,4094,8.377734e-20,5.092046e-25,0.013208,0.125250,0.034299
300,14.000000,scale-free,2264139227,4094,8.178172e-20,6.607676e-25,0.011901,0.122223,0.029494
300,14.000000,scale-free,4037318206,4094,9.779234e-20,1.918181e-24,0.013137,0.119530,0.037033
500,14.000000,scale-free,1368474561,6894,6.390198e-18,2.619505e-23,0.036444,0.656051,0.099980
500,14.000000,scale-free,2502341082,6894,9.567540e-18,3.759038e-23,0.037114,0.641423,0.074655
500,14.000000,scale-free,1194179589,6894,7.835356e-18,7.715237e-24,0.034449,0.602577,0.089012
500,14.000000,scale-free,2281951661,6894,7.963700e-18,1.363134e-23,0.039125,0.557887,0.083886
500,14.000000,scale-free,4123175808,6894,8.278830e-18,2.268581e-23,0.036483,0.620045,0.083726
500,14.000000,scale-free,2492761517,6894,7.916388e-18,1.642513e-23,0.035884,0.603269,0.035236
500,14.000000,scale-free,3285273443,6894,5.858292e-18,1.566576e-23,0.036353,0.639548,0.095073
100,16.000000,scale-free,990787666,1463,1.614965e-24,3.546719e-27,0.004754,0.017155,0.005652
100,16.000000,scale-free,2567771015,1463,1.306329e-24,3.234330e-27,0.001639,0.004836,0.006283
100,16.000000,scale-free,3907960968,1463,8.364830e-25,1.625053e-27,0.004479,0.010542,0.009402
100,16.000000,scale-free,3307248507,1463,8.923079e-25,8.204153e-28,0.002779,0.005515,0.004881
100,16.000000,scale-free,2067539558,1463,1.980780e-24,7.071361e-27,0.003330,0.009387,0.003634
500,14.000000,scale-free,4291969793,6894,6.223440e-18,1.200034e-23,0.038174,0.601695,0.076133
100,16.000000,scale-free,1243509157,1463,2.568527e-24,5.099197e-27,0.002172,0.027642,0.002264
100,16.000000,scale-free,668592469,1463,2.913676e-24,3.449689e-27,0.003639,0.009698,0.007751
100,16.000000,scale-free,431545993,1463,1.455403e-24,6.108939e-27,0.003414,0.005005,0.004612
100,16.000000,scale-free,572778034,1463,2.736212e-24,1.055279e-26,0.001655,0.004743,0.002506
100,16.000000,scale-free,464872460,1463,7.372424e-24,1.051788e-26,0.001945,0.005012,0.005469
500,14.000000,scale-free,800099299,6894,9.485917e-18,3.109211e-23,0.033240,0.571783,0.084870
300,16.000000,scale-free,3464317730,4663,4.651695e-20,1.089482e-24,0.013792,0.126764,0.035936
500,14.000000,scale-free,4118145363,6894,5.295317e-18,8.796776e-24,0.034779,0.575008,0.083467
300,16.000000,scale-free,1912107401,4663,2.151704e-20,1.603616e-24,0.015281,0.133057,0.047038
300,16.000000,scale-free,3924023454,4663,1.287645e-20,1.322949e-24,0.013491,0.124421,0.038904
300,16.000000,scale-free,453792818,4663,4.588293e-20,1.165336e-24,0.014826,0.122334,0.042326
300,16.000000,scale-free,3032600251,4663,7.373809e-20,1.979637e-24,0.017688,0.122274,0.046659
300,16.000000,scale-free,3277965990,4663,3.131237e-20,1.813379e-24,0.016265,0.131154,0.013860
300,16.000000,scale-free,1727988392,4663,1.948285e-20,1.688079e-24,0.014143,0.127361,0.038589
300,16.000000,scale-free,2787247349,4663,5.354272e-20,1.421990e-24,0.013656,0.118801,0.025854
300,16.000000,scale-free,1580572331,4663,1.767065e-20,2.150428e-24,0.013667,0.124696,0.034498
300,16.000000,scale-free,725848960,4663,4.119116e-20,8.937088e-25,0.014816,0.117632,0.035406
500,16.000000,scale-free,2869721696,7863,7.509723e-19,1.659594e-23,0.040403,0.663591,0.110885
500,16.000000,scale-free,4163241942,7863,1.440054e-19,3.033586e-23,0.039379,0.675482,0.121563
500,16.000000,scale-free,1857272511,7863,1.347228e-19,2.908256e-23,0.039026,0.661286,0.110171
500,16.000000,scale-free,971818965,7863,4.906051e-19,9.271069e-24,0.043380,0.672569,0.041018
500,16.000000,scale-free,3407211297,7863,3.451311e-19,1.677255e-23,0.040161,0.676456,0.093735
500,16.000000,scale-free,2094162963,7863,1.922643e-19,2.001864e-23,0.039253,0.682833,0.022693
500,16.000000,scale-free,770389890,7863,4.301404e-19,1.858577e-23,0.040810,0.650589,0.041262
100,18.000000,scale-free,1953211283,1628,1.307723e-23,3.585373e-27,0.004123,0.009657,0.006793
500,16.000000,scale-free,2459254127,7863,7.632709e-19,1.414179e-23,0.040353,0.691000,0.092324
100,18.000000,scale-free,3589906314,1628,5.147144e-24,4.039757e-27,0.003478,0.009855,0.002542
100,18.000000,scale-free,397956575,1628,2.563440e-24,1.080444e-26,0.001822,0.004822,0.003134
100,18.000000,scale-free,2230565452,1628,1.283588e-24,1.817536e-27,0.002012,0.004749,0.002952
100,18.000000,scale-free,3232615780,1628,6.821605e-24,3.244190e-27,0.001743,0.004772,0.004523
100,18.000000,scale-free,2955849735,1628,4.680771e-24,5.062909e-27,0.001753,0.004803,0.006689
100,18.000000,scale-free,2518351134,1628,8.085639e-24,2.675816e-27,0.003589,0.009998,0.003085
100,18.000000,scale-free,3180569084,1628,8.283174e-24,4.849966e-27,0.001830,0.004919,0.005758
100,18.000000,scale-free,1589846259,1628,1.151751e-23,4.051590e-27,0.004048,0.010331,0.009937
100,18.000000,scale-free,4143042521,1628,2.210721e-24,3.433320e-27,0.001836,0.004836,0.001282
300,18.000000,scale-free,422274207,5228,7.520144e-19,9.512484e-25,0.016787,0.117842,0.047572
300,18.000000,scale-free,1633288120,5228,5.533082e-19,2.136999e-24,0.015976,0.130129,0.016686
500,16.000000,scale-free,1597825862,7863,1.021522e-19,1.403180e-23,0.038395,0.678037,0.111002
500,16.000000,scale-free,1342053215,7863,9.329513e-19,2.040668e-23,0.040357,0.742230,0.113880
300,18.000000,scale-free,3324662176,5228,4.442234e-19,1.331673e-24,0.016667,0.121212,0.051761
300,18.000000,scale-free,673469967,5228,5.078627e-19,1.401397e-24,0.015665,0.124069,0.012011
300,18.000000,scale-free,1366296154,5228,3.198590e-19,2.062366e-24,0.015688,0.120897,0.022672
300,18.000000,scale-free,3803143869,5228,3.285886e-19,7.389869e-25,0.016056,0.123615,0.025373
300,18.000000,scale-free,3079597508,5228,3.477732e-19,1.164178e-24,0.017843,0.119603,0.050563
300,18.000000,scale-free,3480086393,5228,6.001217e-19,1.465596e-24,0.015840,0.123273,0.047508
300,18.000000,scale-free,4062849898,5228,2.947004e-19,1.863617e-24,0.015076,0.122882,0.049554
300,18.000000,scale-free,3662909024,5228,3.584246e-19,2.021470e-24,0.017661,0.136154,0.051200
500,18.000000,scale-free,782781728,8828,2.555411e-18,3.483693e-23,0.044194,0.639107,0.112438
500,18.000000,scale-free,386376708,8828,6.235279e-18,1.144745e-23,0.044111,0.601751,0.134235
500,18.000000,scale-free,195298236,8828,4.524780e-18,1.038494e-23,0.041559,0.598992,0.050672
500,18.000000,scale-free,3033010166,8828,7.243655e-18,1.456594e-23,0.042503,0.611248,0.026198
500,18.000000,scale-free,4207035582,8828,5.281103e-18,1.027133e-23,0.043652,0.597422,0.106183
500,18.000000,scale-free,1810001799,8828,4.268154e-18,1.833559e-23,0.046930,0.637995,0.084026
500,18.000000,scale-free,873690669,8828,4.017812e-18,1.126788e-23,0.043099,0.589495,0.126365
500,18.000000,scale-free,3356085062,8828,4.367467e-18,1.342047e-23,0.043480,0.584797,0.139727
100,20.000000,scale-free,851335263,1789,1.119604e-23,4.039769e-27,0.001863,0.004843,0.006615
100,20.000000,scale-free,4136575783,1789,4.544247e-24,2.019484e-28,0.002646,0.004995,0.004782
100,20.000000,scale-free,2756418079,1789,2.228941e-24,4.505973e-27,0.001974,0.005528,0.011395
100,20.000000,scale-free,4176188351,1789,4.116316e-24,6.680863e-27,0.001931,0.005180,0.005290
100,20.000000,scale-free,2205856148,1789,6.726385e-24,3.231371e-27,0.002036,0.005609,0.004279
100,20.000000,scale-free,2254592290,1789,5.842979e-24,1.009742e-27,0.003911,0.009154,0.010597
100,20.000000,scale-free,3286850350,1789,3.144432e-24,2.224588e-27,0.001960,0.005030,0.006509
100,20.000000,scale-free,2307973306,1789,7.143804e-24,5.103141e-27,0.003706,0.008901,0.007805
100,20.000000,scale-free,314618829,1789,1.127467e-23,4.897248e-27,0.001965,0.004847,0.005986
100,20.000000,scale-free,525964578,1789,2.760424e-24,3.837808e-27,0.001848,0.004958,0.004652
300,20.000000,scale-free,3133846379,5789,1.057200e-18,1.523049e-24,0.017396,0.122177,0.058714
300,20.000000,scale-free,3946106243,5789,1.138883e-18,9.335587e-25,0.016733,0.119926,0.057030
500,18.000000,scale-free,1601495959,8828,7.080389e-18,1.611100e-23,0.045509,0.601301,0.021484
500,18.000000,scale-free,3738096726,8828,4.458920e-18,5.009813e-24,0.043562,0.568452,0.112661
300,20.000000,scale-free,2326020155,5789,1.139924e-18,7.429281e-25,0.017478,0.125910,0.029815
300,20.000000,scale-free,1844929229,5789,1.183373e-18,1.940966e-24,0.017659,0.121872,0.051017
300,20.000000,scale-free,1355160311,5789,6.944953e-19,1.623625e-24,0.016896,0.128681,0.039052
300,20.000000,scale-free,143638599,5789,8.887848e-19,1.623775e-24,0.017654,0.127095,0.045708
300,20.000000,scale-free,2328881921,5789,8.612261e-19,1.622377e-24,0.016496,0.127904,0.050757
300,20.000000,scale-free,3282503714,5789,6.928571e-19,1.052492e-24,0.018249,0.123973,0.048018
300,20.000000,scale-free,2360972523,5789,1.069585e-18,1.879014e-24,0.018334,0.126359,0.012863
300,20.000000,scale-free,1289428905,5789,6.659296e-19,1.115952e-24,0.016641,0.121855,0.053396
500,20.000000,scale-free,2151926852,9789,6.636589e-18,2.698619e-23,0.050021,0.656585,0.031285
500,20.000000,scale-free,2052804780,9789,5.601588e-18,2.216242e-23,0.048229,0.638943,0.139484
500,20.000000,scale-free,3188637598,9789,5.521638e-18,9.744444e-24,0.052487,0.660251,0.032513
500,20.000000,scale-free,3872035499,9789,7.494959e-18,1.315682e-23,0.048089,0.597867,0.039648
500,20.000000,scale-free,188023232,9789,7.243650e-18,1.791998e-23,0.051614,0.652107,0.036888
500,20.000000,scale-free,3546529633,9789,4.133458e-18,1.519532e-23,0.049296,0.657529,0.082109
500,20.000000,scale-free,1456183255,9789,4.923521e-18,1.413133e-23,0.050100,0.631833,0.156076
500,20.000000,scale-free,3753518541,9789,4.806151e-18,1.147585e-23,0.050972,0.560800,0.028003
500,20.000000,scale-free,3838378912,9789,8.342818e-18,1.335610e-23,0.051196,0.691890,0.095400
500,20.000000,scale-free,1135938726,9789,5.798975e-18,7.541701e-24,0.051585,0.629570,0.141091
