graph,n,k,query,test,time-update,time-noupdate,update-frac
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.714826,0.370462,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.747413,0.370860,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.752641,0.371493,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.757029,0.371875,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.710612,0.373015,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.747186,0.371246,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.737012,0.372671,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.739152,0.376481,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.708739,0.368534,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.764607,0.376350,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.743562,0.375812,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.734349,0.370177,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.707366,0.376696,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.748669,0.367226,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.752305,0.364934,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.733894,0.366664,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.690064,0.365713,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.741640,0.368291,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.754302,0.378523,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.731230,0.364089,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.702673,0.369840,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.761301,0.370289,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.753321,0.377013,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.738290,0.368625,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.698084,0.365371,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.751281,0.377604,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.747936,0.375925,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.725059,0.367882,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.707683,0.372912,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.753477,0.363566,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.756306,0.369335,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.732994,0.371288,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.710652,0.371603,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.766923,0.365465,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.770508,0.369525,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.746203,0.369425,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.713942,0.369140,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.749968,0.375579,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.757360,0.376136,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.737139,0.365685,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.724503,0.378703,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.758714,0.370687,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.758935,0.371392,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.747063,0.370597,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.719375,0.387627,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.755357,0.364772,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.761377,0.367842,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.748591,0.370983,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.755652,0.372164,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.757321,0.368975,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.762606,0.369810,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.730266,0.365162,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.732045,0.363467,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.767050,0.375882,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.760546,0.362438,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.746359,0.367805,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.739009,0.369519,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.765656,0.364533,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.755436,0.369995,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.763994,0.369800,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.737642,0.366674,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.782509,0.370754,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.778145,0.367363,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.788064,0.370928,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.727702,0.365970,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.786598,0.368432,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.778717,0.363272,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.771713,0.366653,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.736468,0.366205,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.771376,0.367573,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.774294,0.365711,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.777552,0.371506,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.729009,0.370416,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.778729,0.364829,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.791698,0.367875,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.777925,0.372844,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.719367,0.364339,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.762004,0.368503,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.773541,0.375764,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.775074,0.370908,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.719839,0.366295,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.760700,0.369991,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.762030,0.367490,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.758528,0.364110,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.715140,0.365880,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.758611,0.370267,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.752674,0.367327,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.739949,0.367151,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.715888,0.370350,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.752247,0.369996,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.746855,0.368931,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.735364,0.372007,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.725839,0.366989,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.799022,0.367245,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.769327,0.373164,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.768727,0.373256,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.721977,0.372531,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.744701,0.365183,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.742774,0.360600,1.000000
../data/road-ou1.edges,0,0,insert,2.753657e-10,0.739387,0.368726,1.000000
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.254955,0.372550,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,37.167587,0.371048,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,38.557341,0.372493,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,37.823831,0.368413,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.094586,0.375773,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.614807,0.374737,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.085127,0.373605,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.639610,0.366738,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.887076,0.376833,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.383591,0.365912,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.818612,0.372401,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,38.536435,0.368222,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.104052,0.383752,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.335347,0.370364,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.863752,0.369563,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,37.533270,0.363930,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.756959,0.373501,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.760479,0.373548,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.497943,0.368699,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,38.124001,0.375284,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.541580,0.375993,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.913706,0.377923,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.275025,0.373418,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.024306,0.368133,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.943509,0.372363,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.761117,0.387174,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.970560,0.373760,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.948967,0.368740,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,30.853294,0.376906,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.211693,0.371828,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.402950,0.371520,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.493565,0.375353,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.539211,0.445771,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,41.347314,0.579162,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,40.216190,0.513436,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,43.137043,0.494795,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,40.504125,0.372918,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.481371,0.370997,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,37.949695,0.368305,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.261660,0.370337,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.937341,0.382476,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.998077,0.375565,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.411071,0.366128,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.645056,0.375306,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.640514,0.373267,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.099915,0.372688,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.929211,0.374696,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.897987,0.368336,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.515268,0.371518,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.436408,0.384971,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.266170,0.373272,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.877987,0.373658,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.893690,0.369269,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.460144,0.374567,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.509176,0.369435,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.430298,0.372190,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.186562,0.374101,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.103515,0.393351,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.216065,0.371539,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.808227,0.373625,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.708545,0.368641,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.229538,0.368684,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.723953,0.386177,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.588456,0.366832,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.250976,0.372712,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.564658,0.372294,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.036984,0.375839,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.041335,0.369663,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.718894,0.372783,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.463219,0.398652,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.996281,0.372092,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.365310,0.379702,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.644254,0.369523,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.255740,0.383700,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.729665,0.373261,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.491097,0.360067,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,37.447761,0.377119,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.694882,0.381991,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,31.801782,0.371353,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.895329,0.372119,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.387675,0.375094,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.843062,0.360999,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.934766,0.368943,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.331344,0.368854,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.336314,0.387554,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.826141,0.375876,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,35.509557,0.379932,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.283463,0.380614,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,34.412790,0.375494,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.190602,0.372140,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.902833,0.384777,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.999667,0.385740,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,36.374455,0.376840,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.210833,0.372515,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.527169,0.373833,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,32.139984,0.385092,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,33.115616,0.369743,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,30.608859,0.365455,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,27.470408,0.346559,0.995154
../data/road-ou1.edges,0,0,delete,4.044781e-10,30.645540,0.360196,0.995154
